Loan Application Number,Loan Amount,Loan Duration,Interest Rate,EMI,Borrower Rating by Bank,Borrower's Duration of Employment,Home Ownership of Borrower,Annual Income of Borrower,Borrower's Verification Status,Loan Issue Date,Purpose of Loan,State,Debt-to-Income Ratio (A ratio calculated based on Borrower's monthly debt repayments to self-reported monthly income),Borrower Delinquency in Last Two Years,Date of Borrower's First  Loan,Number of Months Since the Borrower's Last Delinquency,The Number of Months Since the Borrower's Credit Record  was Updated,Number of Times the Borrower has Availed Loan from the Bank,Number of Negative Comments About the Borrower in Credit History,Total Credit Revolving Balance,Percentage of Credit the Borrower is Using Relative to All Available Revolving Credit,Number of Times the Borrower has Availed Loan from All Banks,Late Fees Received To Date,Last Month Payment was Received,Last Amount Received as Payment,Loan Status
36694,38558,47 months,7.04%,940.9857031,AC,4 years,Under Mortgage,431998,Source Verified,20-08-2010,Others,Bihar,24.29347793,0,25-06-1996,80,,11,0,489494,0.493380805,28,0,01-11-2011,34581.4057,???
36695,22064,40 months,7.13%,621.4119216,AA,7 years,Under Mortgage,1658231,Not Verified,30-08-2007,Pay-off Other Loans,Manipur,5.367585105,0,,0,0,9,0,,0.033910982,14,0,01-10-2010,640.3319216,???
36696,275008,38 months,11.54%,8674.095748,BE,1 year,Rental,1658194,Not Verified,30-05-2010,Home Renovation,Punjab,18.332887,1,02-05-1991,5,,11,0,49562,0.125853054,43,0,01-05-2013,8872.755748,???
36697,98816,47 months,12.51%,2670.065558,BE,5 years,Under Mortgage,872006,Not Verified,19-01-2012,Pay Credit Card Bill,Haryana,18.81199095,0,18-01-1997,,,10,0,87070,0.855799934,26,0,01-05-2015,18961.94556,???
36698,88143,38 months,10.31%,2728.47892,BE,10 years and above,Rental,1323290,Not Verified,09-03-2008,Others,Uttar Pradesh,11.15277473,0,25-10-1994,0,0,10,0,699749,0.820233016,19,0,01-06-2009,3449.08892,???
36699,38661,38 months,13.90%,1263.477995,CC,8 years,Under Mortgage,651313,Not Verified,07-07-2010,Others,Maharashtra,14.44064789,0,05-12-2000,,,9,0,126984,0.942076669,21,0,01-09-2011,27702.528,???
36700,98897,45 months,7.86%,2544.523297,AE,3 years,Rental,781797,Not Verified,14-04-2010,Pay Credit Card Bill,Himachal Pradesh,22.91563882,0,22-03-1995,,,8,0,489877,0.503764419,21,0,01-07-2013,17840.7933,???
36701,154784,53 months,20.07%,4426.546651,FA,7 years,Under Mortgage,419048,Verified,08-08-2011,Pay-off Other Loans,Andhra Pradesh,22.42813733,0,16-10-1997,41,,11,0,166347,0.785525143,20,0,01-05-2014,69291.01665,???
36702,52820,41 months,9.06%,1502.774417,AE,Less than 1 year,Rental,607440,Source Verified,10-11-2011,Pay-off Other Loans,West Bengal,19.99668378,0,27-03-2006,,,9,0,131771,0.530715942,11,0,01-02-2015,1555.684417,???
36703,184341,60 months,9.14%,3839.518396,BB,Not available,Under Mortgage,457095,Verified,13-01-2011,Others,Uttar Pradesh,13.2000578,0,15-02-1987,71,,8,0,203665,0.337392875,17,0,01-05-2015,25780.2284,???
36704,351911,46 months,10.82%,9380.329136,BC,10 years and above,Rental,764776,Verified,20-07-2011,Others,Maharashtra,20.26894107,1,29-06-1996,12,,8,0,179445,0.585601972,26,0,01-01-2014,170449.0391,???
36705,126314,48 months,8.31%,3102.112522,AE,4 years,Under Mortgage,1186298,Not Verified,15-02-2008,Pay Credit Card Bill,Maharashtra,7.706932012,0,16-07-1992,0,0,14,0,200893,0.516137588,35,0,01-04-2009,117069.0425,???
36706,209183,53 months,16.64%,5599.853815,DB,3 years,Own,418909,Source Verified,27-01-2012,Pay-off Other Loans,Maharashtra,18.0225863,0,29-10-2001,63,,15,0,89949,0.679357029,30,0,01-12-2013,5599.853815,???
36707,55014,36 months,5.51%,1661.418918,AA,4 years,Rental,470861,Not Verified,09-10-2011,Pay-off Other Loans,Bihar,22.74640508,0,18-01-2001,,,8,0,118153,0.318828883,14,0,01-01-2013,31874.67892,???
36708,109977,41 months,7.86%,3067.401117,AD,4 years,Rental,821864,Source Verified,03-12-2011,Marriage,Odisha,7.822465363,0,21-09-2006,,,9,0,64493,0.295058556,13,0,01-12-2012,90856.31112,???
36709,87842,60 months,11.36%,1925.820661,BD,8 years,Rental,292003,Source Verified,04-09-2010,Pay-off Other Loans,Uttar Pradesh,19.05467733,1,11-07-2001,11,,11,0,25940,0.147685649,16,0,01-07-2015,2284.750661,???
36710,275010,36 months,13.32%,9309.026815,DC,Less than 1 year,Rental,1653127,Verified,05-04-2008,Pay Credit Card Bill,Uttar Pradesh,7.721284415,0,20-06-1994,,,5,0,345346,0.944994866,18,0,01-03-2011,9585.786815,???
36711,57034,40 months,14.00%,1792.578452,CD,Less than 1 year,Rental,376102,Verified,07-09-2009,Pay-off Other Loans,Punjab,8.507939065,0,18-10-1999,,,4,0,68596,0.540753626,11,0,01-03-2010,53766.25845,???
36712,65880,44 months,11.03%,1827.272611,BA,1 year,Rental,521283,Not Verified,01-12-2009,Pay-off Other Loans,Uttar Pradesh,9.021144774,0,12-05-2001,,,8,0,40353,0.311733886,11,0,01-10-2010,23462.07261,???
36713,16446,44 months,11.87%,462.8305598,CA,10 years and above,Under Mortgage,1766697,Not Verified,30-12-2008,Pay Credit Card Bill,Rajasthan,7.20724342,0,19-04-1999,,,9,0,58376,0.895744055,23,0,01-06-2012,524.7605598,???
36714,132148,47 months,5.74%,3146.379878,AB,10 years and above,Under Mortgage,412764,Verified,11-03-2011,Pay-off Other Loans,West Bengal,7.16205948,0,27-10-1994,,,16,0,125266,0.101639413,38,0,01-01-2015,3442.169878,???
36715,263960,42 months,11.57%,7672.158162,BB,6 years,Under Mortgage,1092321,Not Verified,20-01-2010,Pay-off Other Loans,Punjab,12.36893364,0,17-10-1991,,,14,0,254801,0.241459038,43,0,01-03-2013,25339.25816,???
36716,118198,45 months,5.68%,2922.696662,AB,7 years,Under Mortgage,453086,Verified,28-03-2011,Pay-off Other Loans,Himachal Pradesh,8.784570017,0,19-09-1991,,,9,0,103544,0.082052381,25,0,01-09-2012,2922.696662,???
36717,131996,52 months,19.66%,3790.911688,EE,4 years,Rental,436566,Source Verified,19-07-2011,Pay-off Other Loans,Goa,16.04830178,0,02-09-2002,78,,11,0,92876,0.893560575,32,0,01-04-2012,724.2216877,???
36718,153950,38 months,11.17%,4828.94906,BE,10 years and above,Rental,1120807,Verified,10-03-2011,Pay-off Other Loans,Karnataka,10.67928672,0,31-07-2001,,,4,0,387124,0.76544993,5,0,01-01-2013,71295.23906,???
36719,32856,47 months,11.60%,873.0954395,BC,3 years,Own,602961,Not Verified,09-07-2009,Pay Credit Card Bill,Tamil Nadu,7.42883312,0,29-11-1978,,86,18,1,25516,0.120879239,35,0,01-04-2013,955.1554395,???
36720,114360,38 months,13.61%,3721.291437,CB,2 years,Rental,484296,Not Verified,12-08-2011,Pay Credit Card Bill,Uttarakhand,23.83515414,0,11-12-2003,,,24,0,141570,0.567931789,26,0,01-02-2013,66862.28144,???
36721,197904,36 months,8.99%,6292.789133,BA,Less than 1 year,Under Mortgage,633999,Verified,28-12-2010,Pay Credit Card Bill,Haryana,14.28808627,0,12-01-2002,,,18,0,115607,0.493349914,57,0,01-08-2011,159655.8891,???
36722,131986,40 months,7.57%,3743.645023,AD,Less than 1 year,Rental,654874,Verified,17-09-2011,Pay-off Other Loans,Jharkhand,15.27499038,0,09-08-1999,,,9,0,137263,0.507476047,18,0,01-11-2014,4084.535023,???
36723,153938,56 months,14.72%,3816.572147,DB,2 years,Under Mortgage,587623,Verified,24-06-2011,Home Renovation,West Bengal,23.02179083,0,21-07-1999,53,,11,0,149664,0.676052572,31,0,01-05-2011,3816.572147,???
36724,93491,48 months,11.70%,2448.194141,BC,3 years,Rental,277844,Source Verified,12-12-2011,Pay-off Other Loans,Uttar Pradesh,18.69780624,0,30-04-2007,,,8,0,137019,0.857528097,8,0,01-10-2015,5650.404141,???
36725,175818,50 months,12.12%,4495.698662,BE,7 years,Rental,409793,Not Verified,07-06-2011,Pay-off Other Loans,Uttar Pradesh,18.29147004,0,19-03-2003,,,4,0,217593,0.612947903,10,0,01-02-2014,65850.06866,???
36726,165191,42 months,13.87%,4987.359457,CD,10 years and above,Under Mortgage,1115188,Verified,27-12-2009,Home Renovation,Jammu and Kashmir,12.67853296,0,10-09-1978,,,15,0,96790,0.375964781,26,0,01-05-2013,5304.159457,???
36727,242116,43 months,10.70%,6803.362902,BC,10 years and above,Under Mortgage,2278171,Verified,04-04-2010,Agriculture,Uttar Pradesh,5.588985141,0,23-01-1983,30,,9,0,528229,0.318423724,39,0,01-01-2012,72434.7529,???
36728,65913,46 months,11.09%,1765.499842,BC,6 years,Under Mortgage,1103549,Source Verified,03-08-2011,Pay-off Other Loans,Mizoram,12.1887923,0,29-06-1994,,,7,0,274079,0.776965415,9,0,01-05-2015,2023.889842,???
36729,55163,39 months,6.96%,1584.503537,AC,4 years,Rental,378060,Not Verified,08-04-2011,Others,Uttar Pradesh,20.97077025,0,30-03-2001,,,20,0,134656,0.570189489,47,154.7347103,01-03-2014,3445.813537,???
36730,66153,60 months,8.89%,1369.6856,AE,7 years,Under Mortgage,594487,Source Verified,28-12-2011,Purchase Car,Manipur,2.379387807,0,05-08-1994,26,,5,0,55523,0.12867543,24,0,01-06-2015,22195.2156,???
36731,11171,42 months,10.13%,317.0373375,BC,6 years,Own,410458,Not Verified,25-03-2008,Agriculture,Gujarat,20.9168416,0,09-05-1999,60,0,4,0,26300,0.444520356,23,0,01-11-2009,7158.377338,???
36732,159593,44 months,7.34%,4148.29102,AD,6 years,Under Mortgage,585860,Verified,16-03-2011,Pay Credit Card Bill,West Bengal,17.21433866,0,21-03-1999,,,15,0,99550,0.665248588,27,0,01-09-2014,4806.75102,???
36733,37459,39 months,13.35%,1189.113343,CC,4 years,Own,351114,Not Verified,25-04-2009,Others,Manipur,9.888615592,0,23-02-2006,,,5,0,44637,0.472788768,7,0,01-06-2009,37744.86334,???
36734,110138,40 months,7.90%,3140.91885,AE,2 years,Own,515305,Not Verified,17-04-2010,Marriage,Bihar,19.34660758,0,15-04-1997,,,11,0,227582,0.378541027,35,0,01-03-2013,6867.71885,???
36735,34804,50 months,16.43%,965.9176855,EA,Less than 1 year,Rental,778625,Not Verified,06-06-2010,Others,Karnataka,23.58461232,0,25-02-2001,,,11,0,124753,0.946842808,23,0,01-01-2013,14531.88769,???
36736,49640,40 months,14.66%,1576.208927,DA,2 years,Own,791019,Verified,02-05-2010,Holiday,Bihar,17.28716299,1,22-01-1998,21,,19,0,56241,0.470784686,33,0,01-08-2013,1660.138927,???
36737,132111,57 months,12.37%,3076.652283,BD,4 years,Under Mortgage,710076,Verified,17-12-2011,Pay-off Other Loans,Uttar Pradesh,23.4051828,0,20-02-1999,,,10,0,293145,0.893503391,13,0,01-10-2013,3076.652283,???
36738,25314,45 months,15.40%,744.0471222,DC,2 years,Rental,149168,Not Verified,01-06-2010,Pay Credit Card Bill,Uttar Pradesh,2.958458062,0,22-08-2007,,,14,0,17822,0.316630042,14,0,01-01-2014,768.0271222,???
36739,153989,60 months,18.91%,3987.26477,EC,Less than 1 year,Rental,770153,Source Verified,08-10-2011,Pay-off Other Loans,Uttar Pradesh,7.902456127,0,08-06-1997,33,,10,0,64410,0.819588726,19,209.08448,01-01-2014,2210.10477,???
36740,275152,56 months,13.60%,6663.504347,CE,4 years,Own,689775,Verified,17-12-2010,Pay-off Other Loans,Maharashtra,9.048567904,0,15-11-1994,,,11,0,218410,0.645426976,20,0,01-04-2011,101832.4243,???
36741,274866,40 months,12.46%,8432.199452,CA,1 year,Under Mortgage,928880,Verified,06-04-2009,Education,Uttar Pradesh,15.74856082,0,08-08-1993,,,20,0,1029517,0.216917449,38,0,01-07-2012,8618.649452,???
36742,115842,43 months,13.64%,3420.854612,CB,10 years and above,Under Mortgage,540793,Not Verified,24-11-2010,Pay-off Other Loans,Uttar Pradesh,5.56010273,0,13-02-2001,,,9,0,87468,0.369969746,16,0,01-04-2014,3739.634612,???
36743,60608,47 months,10.23%,1570.366297,BE,5 years,Under Mortgage,393503,Not Verified,20-01-2011,Pay-off Other Loans,Punjab,12.87901623,0,03-05-1989,,,7,0,219662,0.742041206,17,0,01-10-2014,1650.556297,???
36744,132002,46 months,5.45%,3186.215101,AA,7 years,Under Mortgage,1322345,Source Verified,17-09-2011,Agriculture,Punjab,6.019009611,0,12-04-2003,,,10,0,80840,0.127437603,15,0,01-05-2015,3377.285101,???
36745,35346,60 months,14.60%,833.3940631,DB,5 years,Under Mortgage,942523,Verified,26-01-2011,Others,Kerala,13.75229851,0,06-05-2002,,,12,0,255045,0.940152247,23,0,01-06-2013,21633.84406,???
36746,213282,46 months,16.25%,6259.851123,DE,3 years,Under Mortgage,3480729,Not Verified,18-06-2010,Pay-off Other Loans,Odisha,7.234017628,0,17-06-1995,60,,13,0,350939,0.888925533,26,0,01-01-2012,165188.8411,???
36747,165008,40 months,6.89%,4628.948719,AE,5 years,Rental,525611,Source Verified,17-01-2011,Pay Credit Card Bill,Uttar Pradesh,9.281994606,0,08-11-1999,,,4,0,150357,0.396276407,23,0,01-04-2014,4716.728719,???
36748,70328,37 months,11.55%,2268.276187,BC,2 years,Rental,556250,Source Verified,03-12-2011,Pay-off Other Loans,Uttar Pradesh,15.97141307,1,23-11-2005,19,,9,0,79973,0.699146725,11,0,01-09-2013,34652.60619,???
36749,385068,54 months,10.96%,9064.376841,BC,Less than 1 year,Under Mortgage,651364,Source Verified,01-09-2011,Relocation,Sikkim,12.45633553,0,16-02-1996,,,7,0,339767,0.59497058,29,0,01-07-2013,227906.5168,???
36750,164931,36 months,8.86%,5233.81883,AE,3 years,Under Mortgage,558929,Verified,24-11-2011,Pay-off Other Loans,Uttar Pradesh,9.204176269,0,28-04-2000,,,11,0,122494,0.309100736,35,0,01-11-2012,5233.81883,???
36751,308107,49 months,19.15%,9111.649685,ED,10 years and above,Under Mortgage,1752579,Verified,11-06-2011,Pay-off Other Loans,Maharashtra,11.60182845,0,03-11-1995,36,,14,0,124784,0.326503539,30,0,01-08-2011,265374.7997,???
36752,76874,60 months,11.06%,1673.901556,BC,2 years,Under Mortgage,489932,Not Verified,14-09-2011,Pay-off Other Loans,Tripura,22.22496887,0,11-04-2004,,,6,0,0,0,19,0,01-09-2015,1673.901556,???
36753,43991,40 months,7.95%,1255.452709,AD,9 years,Under Mortgage,426674,Not Verified,23-11-2011,Pay-off Other Loans,Sikkim,9.503434841,0,30-03-1992,56,,9,0,5238,0.033024701,22,0,01-10-2012,1255.452709,???
36754,197971,38 months,9.97%,6097.212355,BA,Less than 1 year,Under Mortgage,724452,Source Verified,06-09-2011,Pay-off Other Loans,Karnataka,8.496318266,0,17-09-2004,,,10,0,52599,0.353107895,21,0,01-05-2012,52732.92235,???
36755,148618,48 months,12.14%,3923.961612,CD,1 year,Rental,865695,Not Verified,14-03-2008,Home Renovation,Kerala,6.091745017,0,22-06-2007,0,0,4,0,7034,0.258601864,3,0,01-02-2012,3923.961612,???
36756,65910,48 months,8.70%,1630.864617,BA,Not available,Rental,258040,Verified,19-01-2011,Agriculture,Punjab,1.411997532,0,31-10-2006,48,,7,0,10352,0.080040248,8,0,01-05-2013,38722.97462,???
36757,21607,43 months,11.98%,620.5201824,BE,6 years,Rental,436170,Not Verified,18-09-2010,Others,Uttar Pradesh,16.31537576,0,29-10-2006,,,8,0,105880,0.473011164,8,0,01-02-2014,731.9501824,???
36758,198023,60 months,16.27%,4844.455189,DE,10 years and above,Under Mortgage,489443,Source Verified,09-09-2010,Pay-off Other Loans,Gujarat,10.46996896,0,21-02-2001,,,4,0,92672,0.785036785,6,0,01-08-2015,5067.315189,???
36759,329871,36 months,17.46%,11837.06362,DE,5 years,Rental,1240571,Verified,18-08-2011,Pay-off Other Loans,Uttar Pradesh,15.11999995,0,23-01-2005,,,15,0,407737,0.841833191,20,0,01-08-2011,327755.3036,???
36760,79086,50 months,13.62%,2081.298914,CD,3 years,Under Mortgage,528215,Verified,02-02-2011,Pay-off Other Loans,Andhra Pradesh,22.91700943,0,11-11-1997,52,,10,0,32415,0.344290992,15,0,01-05-2013,36365.32891,???
36761,165173,52 months,15.67%,4395.477708,DC,10 years and above,Under Mortgage,887070,Verified,10-08-2010,Pay Credit Card Bill,Maharashtra,23.37247729,0,26-07-1996,,,8,0,393686,0.666568504,21,0,01-11-2013,36015.41771,???
36762,55023,42 months,10.10%,1560.710116,BA,3 years,Under Mortgage,603897,Source Verified,17-01-2012,Others,West Bengal,7.412667648,0,17-06-1997,,,8,0,111995,0.932551833,13,0,01-05-2015,1683.470116,???
36763,330109,47 months,11.84%,8811.682215,BC,10 years and above,Under Mortgage,2192886,Verified,29-10-2011,Pay-off Other Loans,Delhi,8.676314805,0,24-03-1988,41,,12,0,264223,0.292937819,27,0,01-08-2015,9029.262215,???
36764,44003,44 months,13.02%,1262.928355,CB,2 years,Rental,224410,Not Verified,15-03-2010,Pay-off Other Loans,Uttar Pradesh,20.54626296,1,09-01-2002,16,,12,0,103209,0.380183297,20,0,01-02-2011,1262.928355,???
36765,121103,60 months,15.24%,2896.272859,DB,2 years,Under Mortgage,641533,Verified,16-08-2010,Home Renovation,Punjab,14.6107225,0,03-12-2001,,,21,0,146861,0.350558419,41,0,01-07-2014,28440.69286,???
36766,197886,44 months,8.04%,5207.618764,AE,7 years,Rental,2644889,Verified,11-06-2010,Pay-off Other Loans,Haryana,2.630377315,0,15-04-2003,,,9,0,162054,0.256351743,16,0,01-06-2013,34547.58876,???
36767,46367,46 months,7.44%,1161.732043,AD,Less than 1 year,Rental,318638,Verified,18-08-2010,Agriculture,Uttar Pradesh,2.022991614,0,15-08-2005,,,4,0,3680,0.214225912,7,0,01-10-2013,7710.142043,???
36768,88048,46 months,15.44%,2547.90531,EE,Less than 1 year,Rental,328918,Not Verified,11-03-2008,Pay-off Other Loans,Tamil Nadu,15.55960443,0,15-02-2004,0,0,10,0,92336,0.780506473,15,154.9254372,01-10-2011,5504.92531,???
36769,99025,39 months,5.93%,2797.75606,AB,8 years,Rental,336961,Not Verified,14-06-2011,Pay Credit Card Bill,Uttar Pradesh,11.8303168,0,18-08-1997,,,5,0,102880,0.477846664,19,0,01-11-2012,2797.75606,???
36770,131811,48 months,13.10%,3542.756552,CA,5 years,Rental,744759,Not Verified,29-07-2010,Pay Credit Card Bill,Uttar Pradesh,8.41739181,0,01-03-1999,69,,8,0,166541,0.815210856,16,0,01-06-2014,3880.896552,???
36771,109989,38 months,6.65%,3217.986533,AD,2 years,Under Mortgage,482823,Source Verified,25-01-2011,Pay-off Other Loans,Andhra Pradesh,20.39579095,0,18-11-1999,,,12,0,99604,0.296604694,20,0,01-04-2013,1542.576533,???
36772,176138,45 months,6.74%,4440.457432,AB,4 years,Under Mortgage,1064954,Source Verified,23-07-2011,Agriculture,Uttar Pradesh,5.02158602,0,05-05-2005,,,11,0,18675,0.020475952,21,0,01-10-2014,25942.81743,???
36773,60590,43 months,15.13%,1834.152624,DB,Less than 1 year,Rental,327248,Not Verified,31-10-2010,Home Renovation,Karnataka,7.967621751,0,17-09-1999,76,,5,0,39644,0.783421482,12,0,01-05-2013,42.14262418,???
36774,98957,48 months,6.18%,2332.23788,AB,4 years,Under Mortgage,594503,Not Verified,21-07-2011,Pay Credit Card Bill,Uttar Pradesh,15.36819349,0,01-07-2001,,,8,0,139494,0.323466073,25,0,01-02-2014,45779.04788,???
36775,76874,40 months,5.37%,2103.368426,AA,7 years,Own,166636,Not Verified,13-12-2010,Pay Credit Card Bill,Meghalaya,13.4330675,0,31-10-1995,,,8,0,53268,0.10359665,27,0,01-05-2013,22725.61843,???
36776,98906,45 months,12.47%,2762.688297,DA,10 years and above,Rental,362343,Not Verified,01-04-2008,Pay-off Other Loans,Manipur,14.30343783,1,26-11-1995,11,0,6,0,158979,0.615961996,16,185.2958379,01-10-2010,1101.028297,???
36777,54854,40 months,12.79%,1691.460463,DA,10 years and above,Rental,274688,Not Verified,25-03-2008,Pay-off Other Loans,Rajasthan,4.477732908,0,22-05-1995,52,31,5,1,37185,0.451364422,12,0,01-05-2011,1905.630463,???
36778,27625,41 months,7.09%,760.7228408,AC,Not available,Own,100791,Not Verified,19-07-2010,Others,Uttarakhand,15.94133137,0,25-10-1971,59,,14,0,987,0,29,171.7020548,01-10-2011,1611.682841,???
36779,92396,47 months,11.00%,2428.586254,BC,7 years,Under Mortgage,415122,Verified,21-09-2011,Pay-off Other Loans,Manipur,20.39056062,0,09-02-2003,,,9,0,115259,0.710335763,14,0,01-07-2015,2843.396254,???
36780,21997,37 months,14.61%,742.044015,CE,Not available,Rental,476948,Source Verified,16-08-2010,Pay-off Other Loans,Odisha,14.14297489,0,22-08-1987,53,,11,0,19029,0.260403217,15,0,01-03-2012,4440.684015,???
36781,132119,36 months,12.66%,4429.707417,CB,1 year,Rental,937066,Verified,27-07-2009,Start Business,Kerala,12.36058208,0,12-08-2005,,,8,0,87879,0.42049148,13,450.641005,01-02-2011,69397.57742,???
36782,109971,58 months,18.53%,2884.163918,EB,10 years and above,Rental,444095,Source Verified,13-06-2011,Pay-off Other Loans,Uttarakhand,18.0008696,0,15-01-2002,41,,4,0,74104,0.869797892,8,0,01-02-2013,81994.84392,???
36783,88038,42 months,7.48%,2388.95143,AC,10 years and above,Under Mortgage,662188,Not Verified,28-11-2011,Purchase Car,Meghalaya,8.598374117,0,06-09-1984,,,9,0,138340,0.461133551,50,0,01-03-2015,1163.00143,???
36784,107602,45 months,8.65%,2808.537163,AD,7 years,Rental,531194,Not Verified,21-09-2009,Pay Credit Card Bill,Uttar Pradesh,13.98029665,0,15-11-1996,,,11,0,112054,0.214109587,22,0,01-05-2013,2847.037163,???
36785,330142,47 months,9.74%,8477.804215,BA,Less than 1 year,Rental,2410057,Verified,27-12-2011,Start Business,Maharashtra,9.323483366,0,10-05-1995,42,,14,0,9858,0.053961752,40,0,01-10-2015,8710.894215,???
36786,198048,46 months,12.77%,5467.519165,CA,10 years and above,Own,3670296,Source Verified,14-02-2011,Pay-off Other Loans,Maharashtra,20.26189884,0,05-02-1990,,,14,0,1494872,0.930716176,39,0,01-06-2014,25155.75917,???
36787,63818,44 months,12.41%,1812.568614,BD,3 years,Rental,404554,Not Verified,08-01-2012,Pay-off Other Loans,Maharashtra,21.56063803,0,07-04-2001,41,,8,0,72456,0.683970446,23,0,01-08-2015,1886.268614,???
36788,136409,59 months,11.48%,3036.253434,BD,3 years,Under Mortgage,890479,Verified,08-07-2010,Pay Credit Card Bill,West Bengal,8.594509306,0,16-01-2000,,,8,0,138660,0.653760158,18,0,01-03-2013,68084.86343,???
36789,27444,42 months,7.55%,745.637647,AB,10 years and above,Under Mortgage,488075,Not Verified,17-01-2009,Agriculture,Meghalaya,17.47943978,0,01-07-1993,62,,6,0,5020,0.025436805,15,0,01-05-2012,921.197647,???
36790,66058,59 months,8.45%,1372.230802,AE,4 years,Under Mortgage,379227,Not Verified,13-10-2011,Others,West Bengal,17.31557633,0,28-05-2001,,,16,0,63858,0.096404767,28,0,01-08-2011,66505.1008,???
36791,22035,48 months,7.42%,531.9467524,AD,3 years,Rental,456189,Not Verified,09-08-2011,Holiday,West Bengal,9.088452225,0,09-06-1986,,,6,0,24234,0.263238746,15,0,01-07-2015,656.1367524,???
36792,165054,59 months,18.37%,4268.638191,DE,10 years and above,Under Mortgage,1655993,Verified,18-10-2011,Pay-off Other Loans,Uttarakhand,4.677154667,0,20-08-1994,28,,14,0,119078,0.655902257,37,0,01-05-2012,153085.6582,???
36793,210011,54 months,17.55%,5651.917572,DD,8 years,Rental,457199,Verified,31-01-2012,Pay-off Other Loans,Bihar,23.56728162,0,22-03-2001,55,,13,0,141808,0.689369473,15,0,01-12-2011,5651.917572,???
36794,132166,39 months,13.23%,4187.794076,DC,Less than 1 year,Under Mortgage,587189,Not Verified,02-04-2008,Pay-off Other Loans,Bihar,17.57249159,5,21-06-1988,11,105,28,1,205296,0.34613093,49,0,01-05-2011,4325.184076,???
